#diff_E diff_E1_nin diff_E2_nin
0 0.844577459793 0.638582713811
1 0.797071860982 0.624211870751
2 0.752816715834 0.610346036762
3 0.711494385115 0.596957130207
4 0.67282824441 0.5840196139
5 0.878868002173 0.571383820168
6 0.834381168721 0.559201002076
7 0.602924358541 0.548050515958
8 0.572167104002 0.537257109356
9 0.543082682084 0.526804487705
10 0.515544504753 0.516677536205
11 0.489438930268 0.506862200588
12 0.464663624082 0.497345383039
13 0.441126163835 0.488114850991
14 0.418742846849 0.4791591569
15 0.397437666448 0.470467567423
16 0.377141429751 0.462030000701
17 0.35779099454 0.453836970623
18 0.339328606807 0.445879537164
19 0.321701323774 0.438149261984
20 0.304860509752 0.430638168645
21 0.288761394323 0.42333870685
22 0.27336268402 0.416243720225
23 0.258626220098 0.409346417224
24 0.244516676131 0.402640344782
25 0.231001290134 0.396119364416
26 0.218049626705 0.389777630486
27 0.205633365335 0.38360957039
28 0.193726111595 0.377609866472
29 0.182303228375 0.371773439477
30 0.362266774942 0.366002682208
31 0.345640193997 0.360422379714
32 0.329687921875 0.355026305588
33 0.314376100734 0.349808508022
34 0.29967318481 0.344763290786
35 0.285549736732 0.339885195918
36 0.271978245284 0.335168987952
37 0.258932962019 0.330609639521
38 0.246389754502 0.3262023182
39 0.234325974226 0.321942374474
40 0.222720337523 0.31782533071
41 0.211552818005 0.313846871049
42 0.200804549246 0.310002832128
43 0.190457736593 0.306289194552
44 0.180495577112 0.302702075057
45 0.170902186817 0.299237719295
46 0.161662534414 0.295892495189
47 0.152762380882 0.292662886802
48 0.144188224314 0.289545488692
49 0.135927249475 0.286537000689
50 0.12796728162 0.283634223075
51 0.120296744154 0.280834052125
52 0.112904619759 0.278133475978
53 0.105780414669 0.275529570816
54 0.0989141257889 0.273019497315
55 0.0922962103976 0.270600497355
56 0.0859175581983 0.268269890959
57 0.0797694655035 0.266025073448
58 0.0738436113646 0.263863512784
59 -0.0707468178012 0.261677034173
60 0.0664848851787 0.259670391498
61 0.0610689529666 0.257740232369
62 -0.0824978031782 0.2557703467
63 0.0546557274888 0.253982284149
64 0.0496972541179 0.252264449891
65 0.044918137616 0.250614719594
66 -0.0974558640288 0.248900243431
67 0.0396903839813 0.24737705707
68 0.0353049453835 0.245916349757
69 -0.10625588825 0.244378434853
70 0.0308084077186 0.243033633555
71 0.0267774909714 0.241746108038
72 -0.114045313234 0.240369672362
73 0.0229398464407 0.239188226029
74 0.0192285632418 0.238059242595
75 0.0156534216422 0.23698105442
76 -0.124311580662 0.235792559618
77 0.0126665242206 0.234808556655
78 0.00936702566859 0.233871024484
79 -0.130004873068 0.232813599542
80 0.0068926089006 0.231962099611
81 0.00384205310688 0.231153076173
82 0.000905345504265 0.230385125797
83 -0.137780530373 0.229478406033
84 -0.000891207925542 0.22878667072
85 -0.00361354341282 0.228132430688
86 -0.141819902064 0.227331780996
87 -0.00501173084571 0.226747018918
88 -0.00754034796811 0.22619645535
89 -0.145309189418 0.225492395017
90 -0.00857859326721 0.225005112417
91 -0.01093215453 0.22454899383
92 -0.0131952525877 0.224122946098
93 -0.150463275061 0.223527515476
94 -0.0137369826701 0.223157360876
95 -0.0158502115484 0.222814574458
96 -0.152762237632 0.222297024149
97 -0.0161139586203 0.222005047645
98 -0.0180918670448 0.221737957994
99 -0.0199919158932 0.221494843463
100 -0.156500917886 0.221063138256
101 -0.0198570443585 0.22086482768
102 -0.0216420986352 0.220688290515
103 -0.157860383333 0.220319284489
104 -0.0212945281161 0.220183399378
105 -0.0229759387632 0.220067270738
106 -0.15892838294 0.219755131325
107 -0.0224368260782 0.21967585602
108 -0.0240249084257 0.219614490892
109 -0.0255484695634 0.219570331032
110 -0.161206004624 0.219318564672
111 -0.0247142701328 0.21930683306
112 -0.0261597891419 0.219310675905
